Key,Adv,Date,WindField,NE,SE,SW,NW
EP132004,20,2004-09-15T15:00:00Z,34,100,100,100,100
EP132004,20,2004-09-15T15:00:00Z,50,70,60,70,70
EP132004,20,2004-09-15T15:00:00Z,64,45,45,45,45
EP132004,21,2004-09-15T21:00:00Z,34,100,100,100,100
EP132004,21,2004-09-15T21:00:00Z,50,70,70,70,70
EP132004,21,2004-09-15T21:00:00Z,64,50,50,50,50
EP132004,22,2004-09-16T03:00:00Z,34,100,100,100,100
EP132004,22,2004-09-16T03:00:00Z,50,70,70,70,70
EP132004,22,2004-09-16T03:00:00Z,64,50,50,50,50
EP132004,23,2004-09-16T09:00:00Z,34,100,100,90,90
EP132004,23,2004-09-16T09:00:00Z,50,70,70,70,70
EP132004,23,2004-09-16T09:00:00Z,64,50,50,50,50
EP132004,24,2004-09-16T15:00:00Z,34,100,100,90,90
EP132004,24,2004-09-16T15:00:00Z,50,70,70,70,70
EP132004,24,2004-09-16T15:00:00Z,64,50,50,50,50
EP132004,25,2004-09-16T21:00:00Z,34,100,100,90,90
EP132004,25,2004-09-16T21:00:00Z,50,70,70,70,70
EP132004,25,2004-09-16T21:00:00Z,64,50,50,50,50
EP132004,NA,2004-09-17T03:00:00Z,34,100,100,90,90
EP132004,NA,2004-09-17T03:00:00Z,50,70,70,70,70
EP132004,NA,2004-09-17T03:00:00Z,64,50,50,50,50
EP132004,27,2004-09-17T09:00:00Z,34,100,100,100,100
EP132004,27,2004-09-17T09:00:00Z,50,70,70,70,70
EP132004,27,2004-09-17T09:00:00Z,64,50,50,50,50
EP132004,28,2004-09-17T15:00:00Z,34,100,100,100,100
EP132004,28,2004-09-17T15:00:00Z,50,70,70,70,70
EP132004,28,2004-09-17T15:00:00Z,64,50,50,50,50
EP132004,29,2004-09-17T21:00:00Z,34,75,75,75,75
EP132004,29,2004-09-17T21:00:00Z,50,50,50,50,50
EP132004,29,2004-09-17T21:00:00Z,64,30,30,30,30
EP132004,30,2004-09-18T03:00:00Z,34,75,75,75,75
EP132004,30,2004-09-18T03:00:00Z,50,50,50,50,50
EP132004,30,2004-09-18T03:00:00Z,64,30,30,30,30
EP132004,31,2004-09-18T09:00:00Z,34,75,75,75,75
EP132004,31,2004-09-18T09:00:00Z,50,50,50,50,50
EP132004,31,2004-09-18T09:00:00Z,64,30,30,30,30
EP132004,32,2004-09-18T15:00:00Z,34,75,75,75,75
EP132004,32,2004-09-18T15:00:00Z,50,30,30,30,30
EP132004,33,2004-09-18T21:00:00Z,34,75,75,30,30
EP132005,2,2005-09-18T21:00:00Z,34,45,30,30,30
EP132005,3,2005-09-19T03:00:00Z,34,45,30,30,30
EP132005,4,2005-09-19T09:00:00Z,34,60,70,40,60
EP132005,5,2005-09-19T15:00:00Z,34,70,70,40,70
EP132005,5,2005-09-19T15:00:00Z,50,20,20,0,0
EP132005,6,2005-09-19T21:00:00Z,34,120,120,100,75
EP132005,6,2005-09-19T21:00:00Z,50,60,60,50,40
EP132005,7,2005-09-20T03:00:00Z,34,120,120,100,75
EP132005,7,2005-09-20T03:00:00Z,50,60,60,50,40
EP132005,7,2005-09-20T03:00:00Z,64,20,20,20,20
EP132005,8,2005-09-20T09:00:00Z,34,100,100,75,75
EP132005,8,2005-09-20T09:00:00Z,50,50,50,50,50
EP132005,8,2005-09-20T09:00:00Z,64,20,20,20,20
EP132005,9,2005-09-20T15:00:00Z,34,100,100,75,75
EP132005,9,2005-09-20T15:00:00Z,50,50,50,50,50
EP132005,9,2005-09-20T15:00:00Z,64,20,20,20,20
EP132005,10,2005-09-20T21:00:00Z,34,100,100,75,75
EP132005,10,2005-09-20T21:00:00Z,50,50,50,50,50
EP132005,10,2005-09-20T21:00:00Z,64,20,20,0,0
EP132005,11,2005-09-21T03:00:00Z,34,100,100,75,75
EP132005,11,2005-09-21T03:00:00Z,50,50,50,50,50
EP132005,11,2005-09-21T03:00:00Z,64,20,20,0,0
EP132005,12,2005-09-21T09:00:00Z,34,100,100,75,75
EP132005,12,2005-09-21T09:00:00Z,50,50,50,50,50
EP132005,13,2005-09-21T15:00:00Z,34,75,90,75,75
EP132005,13,2005-09-21T15:00:00Z,50,50,50,0,50
EP132005,14,2005-09-21T21:00:00Z,34,75,75,75,75
EP132005,15,2005-09-22T03:00:00Z,34,75,75,75,75
EP132005,16,2005-09-22T09:00:00Z,34,75,75,75,75
EP132006,3,2006-09-14T09:00:00Z,34,60,75,120,120
EP132006,4,2006-09-14T15:00:00Z,34,75,75,120,120
EP132006,5,2006-09-14T21:00:00Z,34,75,75,120,60
EP132006,5,2006-09-14T21:00:00Z,50,20,20,20,20
EP132006,6,2006-09-15T03:00:00Z,34,75,120,120,60
EP132006,6,2006-09-15T03:00:00Z,50,20,20,20,20
EP132006,7,2006-09-15T09:00:00Z,34,60,75,90,60
EP132006,7,2006-09-15T09:00:00Z,50,25,25,25,25
EP132006,8,2006-09-15T15:00:00Z,34,75,75,90,60
EP132006,8,2006-09-15T15:00:00Z,50,30,30,30,30
EP132006,9,2006-09-15T21:00:00Z,34,75,75,75,60
EP132006,9,2006-09-15T21:00:00Z,50,25,25,25,25
EP132006,9,2006-09-15T21:00:00Z,64,20,0,0,0
EP132006,10,2006-09-16T03:00:00Z,34,100,100,100,70
EP132006,10,2006-09-16T03:00:00Z,50,45,45,45,45
EP132006,10,2006-09-16T03:00:00Z,64,25,25,25,25
EP132006,11,2006-09-16T09:00:00Z,34,100,100,100,75
EP132006,11,2006-09-16T09:00:00Z,50,50,50,50,45
EP132006,11,2006-09-16T09:00:00Z,64,25,25,25,25
EP132006,12,2006-09-16T15:00:00Z,34,100,100,100,75
EP132006,12,2006-09-16T15:00:00Z,50,50,50,50,45
EP132006,12,2006-09-16T15:00:00Z,64,25,25,25,25
EP132006,13,2006-09-16T21:00:00Z,34,90,100,100,75
EP132006,13,2006-09-16T21:00:00Z,50,45,45,45,40
EP132006,13,2006-09-16T21:00:00Z,64,20,20,20,20
EP132006,14,2006-09-17T03:00:00Z,34,70,70,80,50
EP132006,14,2006-09-17T03:00:00Z,50,30,30,40,30
EP132006,14,2006-09-17T03:00:00Z,64,15,15,15,15
EP132006,15,2006-09-17T09:00:00Z,34,40,80,80,20
EP132008,1,2008-09-07T03:00:00Z,34,50,20,20,40
EP132008,2,2008-09-07T09:00:00Z,34,30,30,30,50
EP132008,3,2008-09-07T15:00:00Z,34,30,30,30,50
EP132008,4,2008-09-07T21:00:00Z,34,75,75,100,45
EP132008,5,2008-09-08T03:00:00Z,34,75,75,100,45
EP132008,5,2008-09-08T03:00:00Z,50,0,30,30,20
EP132008,6,2008-09-08T09:00:00Z,34,60,90,110,60
EP132008,6,2008-09-08T09:00:00Z,50,0,20,60,0
EP132008,7,2008-09-08T15:00:00Z,34,60,90,110,60
EP132008,8,2008-09-08T21:00:00Z,34,90,90,90,60
EP132008,9,2008-09-09T03:00:00Z,34,90,90,90,60
EP132008,9,2008-09-09T03:00:00Z,50,0,0,40,0
EP132008,10,2008-09-09T09:00:00Z,34,75,75,75,60
EP132008,11,2008-09-09T15:00:00Z,34,60,75,75,45
EP132008,NA,2008-09-09T21:00:00Z,34,45,60,75,45
EP132008,13,2008-09-10T03:00:00Z,34,45,60,60,60
EP132009,2,2009-08-29T09:00:00Z,34,30,30,20,30
EP132009,3,2009-08-29T13:00:00Z,34,40,30,20,30
EP132009,3,2009-08-29T13:00:00Z,50,25,0,0,25
EP132009,4,2009-08-29T15:00:00Z,34,50,40,30,40
EP132009,4,2009-08-29T15:00:00Z,50,25,20,15,25
EP132009,4,2009-08-29T15:00:00Z,64,20,15,0,15
EP132009,5,2009-08-29T21:00:00Z,34,60,50,40,50
EP132009,5,2009-08-29T21:00:00Z,50,30,25,20,25
EP132009,5,2009-08-29T21:00:00Z,64,20,15,10,15
EP132009,6,2009-08-30T03:00:00Z,34,60,50,40,50
EP132009,6,2009-08-30T03:00:00Z,50,30,25,20,25
EP132009,6,2009-08-30T03:00:00Z,64,20,15,10,15
EP132009,7,2009-08-30T09:00:00Z,34,60,60,50,60
EP132009,7,2009-08-30T09:00:00Z,50,30,30,20,30
EP132009,7,2009-08-30T09:00:00Z,64,20,15,10,15
EP132009,8,2009-08-30T15:00:00Z,34,60,60,50,60
EP132009,8,2009-08-30T15:00:00Z,50,30,30,20,30
EP132009,8,2009-08-30T15:00:00Z,64,20,20,10,15
EP132009,9,2009-08-30T21:00:00Z,34,60,60,50,60
EP132009,9,2009-08-30T21:00:00Z,50,30,30,20,30
EP132009,9,2009-08-30T21:00:00Z,64,20,20,10,15
EP132009,10,2009-08-31T03:00:00Z,34,60,60,50,60
EP132009,10,2009-08-31T03:00:00Z,50,30,30,20,30
EP132009,10,2009-08-31T03:00:00Z,64,20,20,10,15
EP132009,11,2009-08-31T09:00:00Z,34,70,65,55,65
EP132009,11,2009-08-31T09:00:00Z,50,35,35,25,35
EP132009,11,2009-08-31T09:00:00Z,64,25,20,15,20
EP132009,12,2009-08-31T15:00:00Z,34,70,70,60,70
EP132009,12,2009-08-31T15:00:00Z,50,40,40,30,40
EP132009,12,2009-08-31T15:00:00Z,64,25,25,15,20
EP132009,13,2009-08-31T21:00:00Z,34,120,80,90,110
EP132009,13,2009-08-31T21:00:00Z,50,70,40,60,75
EP132009,13,2009-08-31T21:00:00Z,64,40,20,15,20
EP132009,14,2009-09-01T03:00:00Z,34,120,80,100,110
EP132009,14,2009-09-01T03:00:00Z,50,70,40,60,75
EP132009,14,2009-09-01T03:00:00Z,64,40,20,20,20
EP132009,15,2009-09-01T09:00:00Z,34,120,80,100,110
EP132009,15,2009-09-01T09:00:00Z,50,70,40,60,75
EP132009,15,2009-09-01T09:00:00Z,64,40,20,20,20
EP132009,16,2009-09-01T15:00:00Z,34,120,80,100,110
EP132009,16,2009-09-01T15:00:00Z,50,70,40,60,75
EP132009,16,2009-09-01T15:00:00Z,64,40,25,25,25
EP132009,17,2009-09-01T21:00:00Z,34,120,100,100,110
EP132009,17,2009-09-01T21:00:00Z,50,70,50,40,50
EP132009,17,2009-09-01T21:00:00Z,64,40,30,25,30
EP132009,18,2009-09-02T03:00:00Z,34,120,100,100,110
EP132009,18,2009-09-02T03:00:00Z,50,70,50,40,50
EP132009,18,2009-09-02T03:00:00Z,64,40,30,25,30
EP132009,19,2009-09-02T09:00:00Z,34,120,90,60,100
EP132009,19,2009-09-02T09:00:00Z,50,70,50,30,50
EP132009,19,2009-09-02T09:00:00Z,64,45,20,15,15
EP132009,NA,2009-09-02T15:00:00Z,34,120,90,60,100
EP132009,NA,2009-09-02T15:00:00Z,50,70,50,30,50
EP132009,NA,2009-09-02T15:00:00Z,64,30,20,15,15
EP132009,21,2009-09-02T21:00:00Z,34,120,90,60,100
EP132009,21,2009-09-02T21:00:00Z,50,70,50,30,50
EP132009,21,2009-09-02T21:00:00Z,64,30,20,15,15
EP132009,22,2009-09-03T03:00:00Z,34,120,85,45,100
EP132009,22,2009-09-03T03:00:00Z,50,60,45,20,50
EP132009,23,2009-09-03T09:00:00Z,34,105,90,45,60
EP132009,23,2009-09-03T09:00:00Z,50,50,50,0,0
EP132009,24,2009-09-03T15:00:00Z,34,90,90,45,45
EP132009,25,2009-09-03T21:00:00Z,34,0,75,0,0
EP132009,26,2009-09-04T03:00:00Z,34,45,60,0,0
EP132011,5,2011-11-20T21:00:00Z,34,100,0,0,0
EP132011,6,2011-11-21T03:00:00Z,34,120,45,45,60
EP132011,7,2011-11-21T09:00:00Z,34,120,55,45,100
EP132011,7,2011-11-21T09:00:00Z,50,30,0,0,30
EP132011,8,2011-11-21T15:00:00Z,34,120,70,45,100
EP132011,8,2011-11-21T15:00:00Z,50,40,25,20,30
EP132011,8,2011-11-21T15:00:00Z,64,15,0,0,15
EP132011,9,2011-11-21T21:00:00Z,34,120,70,45,100
EP132011,9,2011-11-21T21:00:00Z,50,50,30,20,40
EP132011,9,2011-11-21T21:00:00Z,64,20,20,0,20
EP132011,10,2011-11-22T03:00:00Z,34,120,75,60,105
EP132011,10,2011-11-22T03:00:00Z,50,50,40,40,40
EP132011,10,2011-11-22T03:00:00Z,64,30,20,0,30
EP132011,11,2011-11-22T09:00:00Z,34,120,75,60,110
EP132011,11,2011-11-22T09:00:00Z,50,50,40,40,40
EP132011,11,2011-11-22T09:00:00Z,64,30,20,10,30
EP132011,12,2011-11-22T15:00:00Z,34,130,80,70,120
EP132011,12,2011-11-22T15:00:00Z,50,60,50,50,50
EP132011,12,2011-11-22T15:00:00Z,64,35,25,20,35
EP132011,13,2011-11-22T21:00:00Z,34,110,90,70,110
EP132011,13,2011-11-22T21:00:00Z,50,60,50,50,50
EP132011,13,2011-11-22T21:00:00Z,64,35,25,20,35
EP132011,14,2011-11-23T03:00:00Z,34,110,90,70,110
EP132011,14,2011-11-23T03:00:00Z,50,60,50,50,50
EP132011,14,2011-11-23T03:00:00Z,64,35,25,20,35
EP132011,15,2011-11-23T09:00:00Z,34,90,75,60,90
EP132011,15,2011-11-23T09:00:00Z,50,50,40,40,50
EP132011,15,2011-11-23T09:00:00Z,64,30,25,20,30
EP132011,16,2011-11-23T15:00:00Z,34,90,75,60,90
EP132011,16,2011-11-23T15:00:00Z,50,50,40,40,50
EP132011,16,2011-11-23T15:00:00Z,64,30,25,20,30
EP132011,17,2011-11-23T21:00:00Z,34,70,70,30,50
EP132011,17,2011-11-23T21:00:00Z,50,35,35,0,0
EP132011,18,2011-11-24T03:00:00Z,34,70,70,30,50
EP132011,18,2011-11-24T03:00:00Z,50,30,30,0,0
EP132011,19,2011-11-24T09:00:00Z,34,70,70,0,0
EP132011,19,2011-11-24T09:00:00Z,50,30,30,0,0
EP132011,20,2011-11-24T15:00:00Z,34,60,90,0,0
EP132011,20,2011-11-24T15:00:00Z,50,30,30,0,0
EP132011,21,2011-11-24T21:00:00Z,34,60,60,0,0
EP132011,22,2011-11-25T03:00:00Z,34,60,60,0,0
EP132012,3,2012-09-22T15:00:00Z,34,30,0,0,0
EP132012,4,2012-09-22T21:00:00Z,34,0,60,0,0
EP132012,5,2012-09-23T03:00:00Z,34,60,60,0,40
EP132012,6,2012-09-23T09:00:00Z,34,60,60,20,40
EP132012,7,2012-09-23T15:00:00Z,34,60,60,20,40
EP132012,7,2012-09-23T15:00:00Z,50,30,20,0,20
EP132012,8,2012-09-23T21:00:00Z,34,70,60,30,50
EP132012,8,2012-09-23T21:00:00Z,50,30,20,0,20
EP132012,9,2012-09-24T03:00:00Z,34,90,80,60,80
EP132012,9,2012-09-24T03:00:00Z,50,50,40,30,40
EP132012,9,2012-09-24T03:00:00Z,64,20,20,10,20
EP132012,10,2012-09-24T09:00:00Z,34,100,90,70,90
EP132012,10,2012-09-24T09:00:00Z,50,50,40,30,40
EP132012,10,2012-09-24T09:00:00Z,64,25,20,15,20
EP132012,11,2012-09-24T15:00:00Z,34,100,90,70,90
EP132012,11,2012-09-24T15:00:00Z,50,50,40,30,40
EP132012,11,2012-09-24T15:00:00Z,64,25,20,15,20
EP132012,NA,2012-09-24T21:00:00Z,34,110,100,70,90
EP132012,NA,2012-09-24T21:00:00Z,50,60,50,30,40
EP132012,NA,2012-09-24T21:00:00Z,64,25,20,15,20
EP132012,13,2012-09-25T03:00:00Z,34,110,100,80,90
EP132012,13,2012-09-25T03:00:00Z,50,60,50,40,40
EP132012,13,2012-09-25T03:00:00Z,64,30,20,20,20
EP132012,14,2012-09-25T09:00:00Z,34,100,100,100,100
EP132012,14,2012-09-25T09:00:00Z,50,50,50,50,50
EP132012,14,2012-09-25T09:00:00Z,64,25,25,25,25
EP132012,15,2012-09-25T15:00:00Z,34,100,90,90,90
EP132012,15,2012-09-25T15:00:00Z,50,50,40,50,50
EP132012,15,2012-09-25T15:00:00Z,64,30,25,30,30
EP132012,16,2012-09-25T21:00:00Z,34,90,80,70,80
EP132012,16,2012-09-25T21:00:00Z,50,50,40,30,50
EP132012,16,2012-09-25T21:00:00Z,64,25,20,15,20
EP132012,17,2012-09-26T03:00:00Z,34,90,80,70,80
EP132012,17,2012-09-26T03:00:00Z,50,50,40,30,50
EP132012,17,2012-09-26T03:00:00Z,64,30,20,20,20
EP132012,18,2012-09-26T09:00:00Z,34,90,80,70,80
EP132012,18,2012-09-26T09:00:00Z,50,50,40,30,50
EP132012,19,2012-09-26T15:00:00Z,34,90,70,60,80
EP132012,19,2012-09-26T15:00:00Z,50,40,30,30,50
EP132012,20,2012-09-26T21:00:00Z,34,90,70,60,80
EP132012,20,2012-09-26T21:00:00Z,50,40,30,30,40
EP132012,21,2012-09-27T03:00:00Z,34,100,80,70,90
EP132012,22,2012-09-27T09:00:00Z,34,100,70,70,100
EP132012,23,2012-09-27T15:00:00Z,34,80,60,50,100
EP132013,2,2013-09-13T21:00:00Z,34,20,20,0,0
EP132013,3,2013-09-14T03:00:00Z,34,50,50,50,0
EP132013,4,2013-09-14T09:00:00Z,34,50,50,50,0
EP132013,5,2013-09-14T15:00:00Z,34,60,60,50,60
EP132013,6,2013-09-14T21:00:00Z,34,70,210,50,60
EP132013,7,2013-09-15T03:00:00Z,34,80,240,60,70
EP132013,7,2013-09-15T03:00:00Z,50,20,30,0,0
EP132013,8,2013-09-15T09:00:00Z,34,80,90,60,60
EP132013,8,2013-09-15T09:00:00Z,50,30,20,10,20
EP132013,9,2013-09-15T15:00:00Z,34,30,90,50,60
EP132013,9,2013-09-15T15:00:00Z,50,15,20,10,20
EP132013,10,2013-09-15T21:00:00Z,34,0,90,40,0
EP132013,16,2013-09-18T15:00:00Z,34,30,30,0,0
EP132013,17,2013-09-18T18:00:00Z,34,40,40,20,20
EP132013,18,2013-09-18T21:00:00Z,34,40,40,20,30
EP132013,18,2013-09-18T21:00:00Z,50,20,20,0,0
EP132013,19,2013-09-19T03:00:00Z,34,50,40,20,30
EP132013,19,2013-09-19T03:00:00Z,50,30,20,0,0
EP132013,19,2013-09-19T03:00:00Z,64,20,10,0,0
EP132013,20,2013-09-19T09:00:00Z,34,50,40,40,40
EP132013,20,2013-09-19T09:00:00Z,50,20,20,0,20
EP132013,20,2013-09-19T09:00:00Z,64,15,10,0,0
EP132013,21,2013-09-19T15:00:00Z,34,50,40,40,40
EP132013,21,2013-09-19T15:00:00Z,50,20,20,0,20
EP132013,21,2013-09-19T15:00:00Z,64,15,10,0,0
EP132013,22,2013-09-19T21:00:00Z,34,40,40,20,20
EP132014,2,2014-08-22T09:00:00Z,34,40,0,0,40
EP132014,3,2014-08-22T15:00:00Z,34,50,0,0,50
EP132014,4,2014-08-22T21:00:00Z,34,70,30,30,70
EP132014,4,2014-08-22T21:00:00Z,50,30,0,0,30
EP132014,5,2014-08-23T03:00:00Z,34,80,50,40,70
EP132014,5,2014-08-23T03:00:00Z,50,40,30,20,30
EP132014,6,2014-08-23T09:00:00Z,34,80,50,40,70
EP132014,6,2014-08-23T09:00:00Z,50,40,30,20,30
EP132014,6,2014-08-23T09:00:00Z,64,20,10,0,20
EP132014,7,2014-08-23T15:00:00Z,34,90,60,50,80
EP132014,7,2014-08-23T15:00:00Z,50,40,30,20,30
EP132014,7,2014-08-23T15:00:00Z,64,20,10,10,20
EP132014,8,2014-08-23T21:00:00Z,34,100,90,80,90
EP132014,8,2014-08-23T21:00:00Z,50,50,40,30,40
EP132014,8,2014-08-23T21:00:00Z,64,30,20,10,20
EP132014,9,2014-08-24T03:00:00Z,34,110,90,80,100
EP132014,9,2014-08-24T03:00:00Z,50,50,40,30,50
EP132014,9,2014-08-24T03:00:00Z,64,30,20,10,25
EP132014,10,2014-08-24T09:00:00Z,34,220,180,150,150
EP132014,10,2014-08-24T09:00:00Z,50,90,90,60,60
EP132014,10,2014-08-24T09:00:00Z,64,40,30,20,30
EP132014,11,2014-08-24T15:00:00Z,34,220,180,150,150
EP132014,11,2014-08-24T15:00:00Z,50,90,90,60,60
EP132014,11,2014-08-24T15:00:00Z,64,40,30,20,30
EP132014,12,2014-08-24T21:00:00Z,34,270,240,150,150
EP132014,12,2014-08-24T21:00:00Z,50,100,90,70,90
EP132014,12,2014-08-24T21:00:00Z,64,50,40,30,40
EP132014,13,2014-08-25T03:00:00Z,34,270,240,150,150
EP132014,13,2014-08-25T03:00:00Z,50,100,90,70,90
EP132014,13,2014-08-25T03:00:00Z,64,50,40,30,40
EP132014,14,2014-08-25T09:00:00Z,34,240,270,150,150
EP132014,14,2014-08-25T09:00:00Z,50,100,90,70,90
EP132014,14,2014-08-25T09:00:00Z,64,50,40,30,40
EP132014,15,2014-08-25T15:00:00Z,34,240,270,150,150
EP132014,15,2014-08-25T15:00:00Z,50,100,90,70,90
EP132014,15,2014-08-25T15:00:00Z,64,50,40,30,40
EP132014,16,2014-08-25T21:00:00Z,34,240,270,160,160
EP132014,16,2014-08-25T21:00:00Z,50,110,120,70,90
EP132014,16,2014-08-25T21:00:00Z,64,50,40,30,40
EP132014,17,2014-08-26T03:00:00Z,34,240,270,160,160
EP132014,17,2014-08-26T03:00:00Z,50,110,120,70,90
EP132014,17,2014-08-26T03:00:00Z,64,50,40,30,40
EP132014,18,2014-08-26T09:00:00Z,34,240,240,160,170
EP132014,18,2014-08-26T09:00:00Z,50,100,100,70,90
EP132014,18,2014-08-26T09:00:00Z,64,50,40,30,40
EP132014,19,2014-08-26T15:00:00Z,34,240,240,160,170
EP132014,19,2014-08-26T15:00:00Z,50,100,100,70,90
EP132014,19,2014-08-26T15:00:00Z,64,50,40,30,40
EP132014,20,2014-08-26T21:00:00Z,34,210,180,120,180
EP132014,20,2014-08-26T21:00:00Z,50,100,80,60,90
EP132014,20,2014-08-26T21:00:00Z,64,50,30,15,40
EP132014,21,2014-08-27T03:00:00Z,34,210,180,120,180
EP132014,21,2014-08-27T03:00:00Z,50,100,80,60,90
EP132014,21,2014-08-27T03:00:00Z,64,50,30,15,40
EP132014,22,2014-08-27T09:00:00Z,34,200,170,120,160
EP132014,22,2014-08-27T09:00:00Z,50,90,80,60,80
EP132014,22,2014-08-27T09:00:00Z,64,50,30,15,40
EP132014,23,2014-08-27T15:00:00Z,34,180,160,120,160
EP132014,23,2014-08-27T15:00:00Z,50,90,80,60,80
EP132014,23,2014-08-27T15:00:00Z,64,50,30,0,30
EP132014,24,2014-08-27T21:00:00Z,34,160,160,100,160
EP132014,24,2014-08-27T21:00:00Z,50,80,80,50,80
EP132014,25,2014-08-28T03:00:00Z,34,160,150,90,150
EP132014,25,2014-08-28T03:00:00Z,50,80,0,0,0
EP132014,26,2014-08-28T09:00:00Z,34,160,130,80,150
EP132014,27,2014-08-28T15:00:00Z,34,160,130,80,150
EP132014,28,2014-08-28T21:00:00Z,34,160,130,60,150
EP132014,29,2014-08-29T03:00:00Z,34,150,120,0,120
EP132014,30,2014-08-29T09:00:00Z,34,90,0,0,110
EP132015,3,2015-08-27T09:00:00Z,34,30,0,0,0
EP132015,4,2015-08-27T15:00:00Z,34,30,20,0,30
EP132015,5,2015-08-27T21:00:00Z,34,60,30,20,40
EP132015,5,2015-08-27T21:00:00Z,50,20,0,0,20
EP132015,6,2015-08-28T03:00:00Z,34,60,40,30,50
EP132015,6,2015-08-28T03:00:00Z,50,30,20,10,30
EP132015,7,2015-08-28T09:00:00Z,34,80,80,50,60
EP132015,7,2015-08-28T09:00:00Z,50,30,30,20,30
EP132015,7,2015-08-28T09:00:00Z,64,15,10,0,15
EP132015,8,2015-08-28T15:00:00Z,34,80,80,50,60
EP132015,8,2015-08-28T15:00:00Z,50,30,30,20,30
EP132015,8,2015-08-28T15:00:00Z,64,15,10,10,15
EP132015,9,2015-08-28T21:00:00Z,34,90,80,80,90
EP132015,9,2015-08-28T21:00:00Z,50,50,40,40,50
EP132015,9,2015-08-28T21:00:00Z,64,25,20,20,25
EP132015,10,2015-08-29T03:00:00Z,34,90,80,80,90
EP132015,10,2015-08-29T03:00:00Z,50,50,40,40,50
EP132015,10,2015-08-29T03:00:00Z,64,25,20,20,25
EP132015,11,2015-08-29T09:00:00Z,34,100,90,80,100
EP132015,11,2015-08-29T09:00:00Z,50,50,50,30,50
EP132015,11,2015-08-29T09:00:00Z,64,25,20,20,25
EP132015,12,2015-08-29T15:00:00Z,34,100,90,80,100
EP132015,12,2015-08-29T15:00:00Z,50,50,50,30,50
EP132015,12,2015-08-29T15:00:00Z,64,25,20,20,25
EP132015,13,2015-08-29T21:00:00Z,34,110,100,90,100
EP132015,13,2015-08-29T21:00:00Z,50,60,50,40,60
EP132015,13,2015-08-29T21:00:00Z,64,30,25,20,30
EP132015,14,2015-08-30T03:00:00Z,34,110,100,90,100
EP132015,14,2015-08-30T03:00:00Z,50,60,50,40,60
EP132015,14,2015-08-30T03:00:00Z,64,30,25,20,30
EP132015,15,2015-08-30T09:00:00Z,34,110,100,90,100
EP132015,15,2015-08-30T09:00:00Z,50,60,50,40,60
EP132015,15,2015-08-30T09:00:00Z,64,30,25,20,30
EP132015,16,2015-08-30T15:00:00Z,34,110,100,90,100
EP132015,16,2015-08-30T15:00:00Z,50,60,50,40,60
EP132015,16,2015-08-30T15:00:00Z,64,30,25,20,30
EP132015,17,2015-08-30T21:00:00Z,34,120,100,100,110
EP132015,17,2015-08-30T21:00:00Z,50,60,50,50,60
EP132015,17,2015-08-30T21:00:00Z,64,30,25,25,30
EP132015,18,2015-08-31T03:00:00Z,34,120,100,100,110
EP132015,18,2015-08-31T03:00:00Z,50,60,60,50,60
EP132015,18,2015-08-31T03:00:00Z,64,35,30,25,30
EP132015,19,2015-08-31T09:00:00Z,34,150,120,100,120
EP132015,19,2015-08-31T09:00:00Z,50,80,70,60,70
EP132015,19,2015-08-31T09:00:00Z,64,50,40,30,40
EP132015,20,2015-08-31T15:00:00Z,34,150,120,100,120
EP132015,20,2015-08-31T15:00:00Z,50,80,70,60,70
EP132015,20,2015-08-31T15:00:00Z,64,50,40,30,40
EP132015,21,2015-08-31T21:00:00Z,34,150,120,100,120
EP132015,21,2015-08-31T21:00:00Z,50,80,70,60,70
EP132015,21,2015-08-31T21:00:00Z,64,50,40,30,40
EP132015,22,2015-09-01T03:00:00Z,34,160,150,110,140
EP132015,22,2015-09-01T03:00:00Z,50,80,70,60,80
EP132015,22,2015-09-01T03:00:00Z,64,50,40,35,45
EP132015,23,2015-09-01T09:00:00Z,34,160,150,110,140
EP132015,23,2015-09-01T09:00:00Z,50,80,70,60,80
EP132015,23,2015-09-01T09:00:00Z,64,50,40,35,45
EP132015,24,2015-09-01T15:00:00Z,34,180,140,90,150
EP132015,24,2015-09-01T15:00:00Z,50,90,80,60,80
EP132015,24,2015-09-01T15:00:00Z,64,50,40,30,40
EP132015,53,2015-09-08T21:00:00Z,34,190,120,80,140
EP132015,54,2015-09-09T03:00:00Z,34,120,0,0,120
EP132016,3,2016-08-25T09:00:00Z,34,30,0,0,30
EP132016,4,2016-08-25T15:00:00Z,34,40,20,20,40
EP132016,5,2016-08-25T21:00:00Z,34,40,20,20,40
EP132016,5,2016-08-25T21:00:00Z,50,20,0,0,0
EP132016,6,2016-08-26T03:00:00Z,34,40,20,20,40
EP132016,6,2016-08-26T03:00:00Z,50,20,0,0,0
EP132016,7,2016-08-26T09:00:00Z,34,70,70,20,60
EP132016,7,2016-08-26T09:00:00Z,50,40,0,0,0
EP132016,8,2016-08-26T15:00:00Z,34,70,70,20,60
EP132016,8,2016-08-26T15:00:00Z,50,40,0,0,0
EP132016,9,2016-08-26T21:00:00Z,34,80,60,40,70
EP132016,9,2016-08-26T21:00:00Z,50,40,20,0,30
EP132016,10,2016-08-27T03:00:00Z,34,80,60,40,70
EP132016,10,2016-08-27T03:00:00Z,50,40,30,0,30
EP132016,10,2016-08-27T03:00:00Z,64,20,20,0,20
EP132016,11,2016-08-27T09:00:00Z,34,80,60,40,70
EP132016,11,2016-08-27T09:00:00Z,50,40,30,20,30
